term_str,n,p,i,n_chars,cat_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,n_pos
heels,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,heel,heel,heel,1
hegel,1,1.3535444591980791e-06,19.494826293510364,5,{'NNP'},NNP,0,hegel,hegel,hegel,1
height,18,2.4363800265565424e-05,15.32490129206805,6,{'NN'},NN,0,height,height,height,1
heighten,2,2.7070889183961583e-06,18.494826293510364,8,"{'VB', 'NN'}",NN,0,heighten,heighten,height,2
heightened,2,2.7070889183961583e-06,18.494826293510364,10,"{'VBN', 'VBD'}",VBD,0,heighten,heighten,height,2
heights,6,8.121266755188474e-06,16.909863792789206,7,"{'NNS', 'NN'}",NNS,0,height,height,height,2
heinous,2,2.7070889183961583e-06,18.494826293510364,7,{'JJ'},JJ,0,heinou,heinous,hein,1
heir,13,1.7596077969575026e-05,15.794386575369272,4,"{'VB', 'NN'}",NN,0,heir,heir,heir,2
heiress,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,heiress,heiress,heiress,1
heiresses,1,1.3535444591980791e-06,19.494826293510364,9,{'VB'},VB,0,heiress,heiress,heiress,1
heirs,1,1.3535444591980791e-06,19.494826293510364,5,{'NNS'},NNS,0,heir,heir,heir,1
held,70,9.474811214386553e-05,13.365543276565397,4,"{'VBN', 'VBP', 'VBD'}",VBN,0,held,held,held,3
helen,2,2.7070889183961583e-06,18.494826293510364,5,{'NNP'},NNP,0,helen,helen,hel,1
helios,4,5.4141778367923166e-06,17.494826293510364,6,{'NNP'},NNP,0,helio,helio,helio,1
hell,2,2.7070889183961583e-06,18.494826293510364,4,{'NN'},NN,0,hell,hell,hel,1
hellas,48,6.497013404150779e-05,13.909863792789208,6,{'NNP'},NNP,0,hella,hella,hella,1
hellebore,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,hellebor,hellebor,helleb,1
hellene,7,9.474811214386553e-06,16.68747137145276,7,{'NNP'},NNP,0,hellen,hellen,hel,1
hellenes,106,0.0001434757126749964,12.766905838947164,8,"{'VBG', 'NNS', 'NNP', 'NNPS'}",NNP,0,hellen,hellen,hel,4
hellenic,27,3.6545700398348135e-05,14.739938791346894,8,{'NNP'},NNP,0,hellen,hellen,hel,1
hellespont,4,5.4141778367923166e-06,17.494826293510364,10,{'NNP'},NNP,0,hellespont,hellespont,hellespont,1
helm,5,6.7677222959903955e-06,17.172898198623002,4,{'NN'},NN,0,helm,helm,helm,1
helmet,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,helmet,helmet,helmet,1
helmsmen,1,1.3535444591980791e-06,19.494826293510364,8,{'NNS'},NNS,0,helmsmen,helmsmen,helmsm,1
helots,2,2.7070889183961583e-06,18.494826293510364,6,{'NNP'},NNP,0,helot,helot,helot,1
help,207,0.00028018370305400237,11.801339336011038,4,"{'VB', 'NNP', 'NN', 'VBP'}",NN,0,help,help,help,4
helped,9,1.2181900132782712e-05,16.324901292068052,6,"{'NNS', 'VBN', 'VBD', 'JJ'}",VBN,0,help,help,help,4
helper,7,9.474811214386553e-06,16.68747137145276,6,"{'NN', 'JJ'}",NN,0,helper,helper,help,2
helpers,3,4.060633377594237e-06,17.909863792789206,7,"{'NNS', 'NN'}",NNS,0,helper,helper,help,2
helpful,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,help,help,help,1
helping,9,1.2181900132782712e-05,16.324901292068052,7,{'VBG'},VBG,0,help,help,help,1
helpless,10,1.3535444591980791e-05,16.172898198623002,8,"{'NN', 'VBP', 'JJ'}",NN,0,helpless,helpless,helpless,3
helpnot,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,helpnot,helpnot,helpnot,1
helps,2,2.7070889183961583e-06,18.494826293510364,5,{'VBZ'},VBZ,0,help,help,help,1
hemlock,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,hemlock,hemlock,hemlock,1
hence,66,8.933393430707322e-05,13.45043217415191,5,"{'VB', 'NNP', 'NN', 'RB'}",NN,0,henc,henc,hent,4
henceforth,2,2.7070889183961583e-06,18.494826293510364,10,"{'NN', 'RB'}",NN,0,henceforth,henceforth,hencefor,2
henceforward,1,1.3535444591980791e-06,19.494826293510364,12,{'NN'},NN,0,henceforward,henceforward,henceforward,1
hephaestus,20,2.7070889183961582e-05,15.172898198623,10,{'NNP'},NNP,0,hephaestu,hephaestus,hephaest,1
her,509,0.0006889541297318223,10.503304447434669,3,"{'NNP', 'NN', 'VB', 'RB', 'PRP', 'JJ', 'PRP$'}",PRP$,1,her,her,her,7
heraclea,2,2.7070889183961583e-06,18.494826293510364,8,{'NNP'},NNP,0,heraclea,heraclea,heracle,1
heraclean,1,1.3535444591980791e-06,19.494826293510364,9,{'NNP'},NNP,0,heraclean,heraclean,herac,1
heracleid,2,2.7070889183961583e-06,18.494826293510364,9,{'NNP'},NNP,0,heracleid,heracleid,heracleid,1
heracleids,1,1.3535444591980791e-06,19.494826293510364,10,{'NNP'},NNP,0,heracleid,heracleid,heracleid,1
heracleitus,15,2.0303166887971187e-05,15.587935697901845,11,"{'VB', 'NNP'}",NNP,0,heracleitu,heracleitus,heracleit,2
heracleots,1,1.3535444591980791e-06,19.494826293510364,10,{'NNP'},NNP,0,heracleot,heracleot,heracleot,1
heracles,29,3.925278931674429e-05,14.636845298382791,8,{'NNP'},NNP,0,heracl,heracl,herac,1
heraclid,1,1.3535444591980791e-06,19.494826293510364,8,{'NNP'},NNP,0,heraclid,heraclid,heraclid,1
heraclidae,2,2.7070889183961583e-06,18.494826293510364,10,{'NNP'},NNP,0,heraclida,heraclida,heraclida,1
heraclides,1,1.3535444591980791e-06,19.494826293510364,10,{'NNP'},NNP,0,heraclid,heraclid,heraclid,1
heraclitean,2,2.7070889183961583e-06,18.494826293510364,11,{'NNP'},NNP,0,heraclitean,heraclitean,heraclit,1
heracliteans,1,1.3535444591980791e-06,19.494826293510364,12,{'NNPS'},NNPS,0,heraclitean,heraclitean,heraclit,1
heraclitus,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,heraclitu,heraclitus,heraclit,1
herald,13,1.7596077969575026e-05,15.794386575369272,6,{'NN'},NN,0,herald,herald,herald,1
heralds,3,4.060633377594237e-06,17.909863792789206,7,"{'NNS', 'NN'}",NN,0,herald,herald,herald,2
herand,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,herand,herand,herand,1
herb,3,4.060633377594237e-06,17.909863792789206,4,{'NN'},NN,0,herb,herb,herb,1
herbage,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,herbag,herbag,herb,1
herbs,2,2.7070889183961583e-06,18.494826293510364,5,"{'NNS', 'NN'}",NN,0,herb,herb,herb,2
herculean,1,1.3535444591980791e-06,19.494826293510364,9,{'NNP'},NNP,0,herculean,herculean,herc,1
herd,23,3.113152256155582e-05,14.97126433745335,4,{'NN'},NN,0,herd,herd,herd,1
herding,6,8.121266755188474e-06,16.909863792789206,7,"{'VBG', 'NN'}",NN,0,herd,herd,herd,2
herds,24,3.2485067020753894e-05,14.909863792789208,5,"{'NNS', 'NN', 'JJ'}",NN,0,herd,herd,herd,3
herdsman,2,2.7070889183961583e-06,18.494826293510364,8,{'NN'},NN,0,herdsman,herdsman,herdsm,1
herdsmen,6,8.121266755188474e-06,16.909863792789206,8,"{'NNS', 'NN'}",NN,0,herdsmen,herdsmen,herdsm,2
here,245,0.00033161839250352935,11.558188354507793,4,"{'NNP', 'NN', 'VBP', 'VBD', 'VB', 'RB', 'VBN', 'JJ'}",RB,1,here,here,her,8
hereafter,46,6.226304512311164e-05,13.97126433745335,9,"{'NN', 'VBZ', 'VB', 'RB', 'RBR', 'VBN', 'JJ', 'JJR'}",VB,0,hereaft,hereaft,hereaft,8
hereby,2,2.7070889183961583e-06,18.494826293510364,6,"{'NN', 'VBP'}",NN,0,herebi,herebi,hereby,2
hereditary,3,4.060633377594237e-06,17.909863792789206,10,"{'NN', 'JJ'}",JJ,0,hereditari,hereditari,heredit,2
herein,10,1.3535444591980791e-05,16.172898198623002,6,"{'NNP', 'NN'}",NN,0,herein,herein,herein,2
heretofore,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,heretofor,heretofor,heretof,1
hereupon,3,4.060633377594237e-06,17.909863792789206,8,{'NNP'},NNP,0,hereupon,hereupon,hereupon,1
hermaea,2,2.7070889183961583e-06,18.494826293510364,7,{'NNP'},NNP,0,hermaea,hermaea,hermae,1
hermes,15,2.0303166887971187e-05,15.587935697901845,6,{'NNP'},NNP,0,herm,herm,herm,1
hermocrates,10,1.3535444591980791e-05,16.172898198623002,11,{'NNP'},NNP,0,hermocr,hermocr,hermocr,1
hermogenes,336,0.0004547909382905546,11.102508870731603,10,"{'NNP', 'NN', 'VBP', 'VB', 'VBN'}",NNP,0,hermogen,hermogen,hermog,5
hermus,1,1.3535444591980791e-06,19.494826293510364,6,{'NNP'},NNP,0,hermu,hermus,herm,1
hero,22,2.977797810235774e-05,15.035394674873066,4,{'NN'},NN,0,hero,hero,hero,1
herodicus,6,8.121266755188474e-06,16.909863792789206,9,{'NNP'},NNP,0,herodicu,herodicus,herodic,1
herodotus,1,1.3535444591980791e-06,19.494826293510364,9,{'NNP'},NNP,0,herodotu,herodotus,herodot,1
heroes,39,5.278823390872508e-05,14.209424074648116,6,"{'NNS', 'NN', 'JJ'}",NNS,0,hero,hero,hero,3
heroesas,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,heroesa,heroesa,heroesa,1
heroic,5,6.7677222959903955e-06,17.172898198623002,6,"{'NNP', 'NN'}",NN,0,heroic,heroic,hero,2
heroics,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,heroic,heroic,hero,1
heror,1,1.3535444591980791e-06,19.494826293510364,5,{'VB'},VB,0,heror,heror,her,1
heros,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,hero,hero,hero,1
hers,3,4.060633377594237e-06,17.909863792789206,4,"{'NNS', 'NN'}",NNS,1,her,her,her,2
herself,90,0.00012181900132782711,13.002973197180689,7,"{'PDT', 'NN', 'VBD', 'VB', 'NNS', 'PRP', 'JJ'}",PRP,1,herself,herself,herself,7
herselfthe,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,herselfth,herselfth,herselfth,1
hersuch,1,1.3535444591980791e-06,19.494826293510364,7,{'VB'},VB,0,hersuch,hersuch,hersuch,1
herwe,1,1.3535444591980791e-06,19.494826293510364,5,{'NN'},NN,0,herw,herw,herw,1
hes,1,1.3535444591980791e-06,19.494826293510364,3,{'NNS'},NNS,0,he,hes,hes,1
hesiod,38,5.1434689449527006e-05,14.246898780066777,6,{'NNP'},NNP,0,hesiod,hesiod,hesiod,1
hesiodic,2,2.7070889183961583e-06,18.494826293510364,8,{'NNP'},NNP,0,hesiod,hesiod,hesiod,1
hesiods,1,1.3535444591980791e-06,19.494826293510364,7,{'NNP'},NNP,0,hesiod,hesiod,hesiod,1
hesitate,10,1.3535444591980791e-05,16.172898198623002,8,"{'VB', 'VBP'}",VB,0,hesit,hesit,hesit,2
hesitated,2,2.7070889183961583e-06,18.494826293510364,9,"{'VB', 'VBD'}",VB,0,hesit,hesit,hesit,2
hesitates,1,1.3535444591980791e-06,19.494826293510364,9,{'NNS'},NNS,0,hesit,hesit,hesit,1
hesitating,8,1.0828355673584633e-05,16.494826293510364,10,"{'VBG', 'NN'}",VBG,0,hesit,hesit,hesit,2
hesitation,8,1.0828355673584633e-05,16.494826293510364,10,{'NN'},NN,0,hesit,hesit,hesit,1
hestia,9,1.2181900132782712e-05,16.324901292068052,6,{'NNP'},NNP,0,hestia,hestia,hest,1
heterodox,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,heterodox,heterodox,heterodox,1
heterodoxy,4,5.4141778367923166e-06,17.494826293510364,10,"{'CD', 'NN', 'JJ'}",JJ,0,heterodoxi,heterodoxi,heterodoxy,3
heterogeneous,1,1.3535444591980791e-06,19.494826293510364,13,{'NN'},NN,0,heterogen,heterogen,heterog,1
hexameter,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,hexamet,hexamet,hexamet,1
heyday,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,heyday,heyday,heyday,1
hiccough,6,8.121266755188474e-06,16.909863792789206,8,{'NN'},NN,0,hiccough,hiccough,hiccough,1
hidden,11,1.488898905117887e-05,16.035394674873068,6,"{'NN', 'VBN', 'JJ'}",JJ,0,hidden,hidden,hid,3
hide,4,5.4141778367923166e-06,17.494826293510364,4,{'VB'},VB,0,hide,hide,hid,1
hideous,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,hideou,hideous,hid,1
hidesstill,1,1.3535444591980791e-06,19.494826293510364,10,{'VB'},VB,0,hidesstil,hidesstil,hidesstil,1
hiding,1,1.3535444591980791e-06,19.494826293510364,6,{'VBG'},VBG,0,hide,hide,hid,1
hieronymus,2,2.7070889183961583e-06,18.494826293510364,10,{'NNP'},NNP,0,hieronymu,hieronymus,hieronym,1
hierophant,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,hieroph,hieroph,hieroph,1
hierophants,2,2.7070889183961583e-06,18.494826293510364,11,{'NNS'},NNS,0,hieroph,hieroph,hieroph,1
high,61,8.256621201108282e-05,13.564088955947478,4,"{'NN', 'VBP', 'JJ'}",JJ,0,high,high,high,3
higher,91,0.0001231725457870252,12.987031653311668,6,"{'JJR', 'NN', 'RBR', 'JJ'}",JJR,0,higher,higher,high,4
higherthe,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,higherth,higherth,higherth,1
highest,91,0.0001231725457870252,12.987031653311668,7,"{'JJS', 'NN', 'VB', 'VBN', 'JJ'}",JJS,0,highest,highest,highest,5
highly,14,1.8949622428773105e-05,15.687471371452759,6,{'RB'},RB,0,highli,high,high,1
highmindedness,1,1.3535444591980791e-06,19.494826293510364,14,{'CD'},CD,0,highminded,highminded,highmind,1
highway,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,highway,highway,highway,1
hill,10,1.3535444591980791e-05,16.172898198623002,4,"{'NN', 'JJ', 'VBZ'}",NN,0,hill,hill,hil,3
hills,3,4.060633377594237e-06,17.909863792789206,5,"{'NNS', 'NN', 'JJ'}",JJ,0,hill,hill,hil,3
him,2576,0.0034867305268942517,8.163909415395747,3,"{'IN', 'PDT', 'NNP', 'NN', 'VBP', 'VBD', 'VBZ', 'VB', 'NNS', 'RB', 'RBR', 'PRP', 'JJ', 'PRP$'}",PRP,1,him,him,him,14
hima,1,1.3535444591980791e-06,19.494826293510364,4,{'VB'},VB,0,hima,hima,him,1
himera,2,2.7070889183961583e-06,18.494826293510364,6,{'NNP'},NNP,0,himera,himera,himer,1
himhe,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,himh,himh,himh,1
himhis,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,himhi,himhi,himh,1
himis,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,himi,himi,him,1
himit,1,1.3535444591980791e-06,19.494826293510364,5,{'NN'},NN,0,himit,himit,himit,1
himlike,1,1.3535444591980791e-06,19.494826293510364,7,{'VB'},VB,0,himlik,himlik,himlik,1
himmust,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,himmust,himmust,himmust,1
himnot,1,1.3535444591980791e-06,19.494826293510364,6,{'NNS'},NNS,0,himnot,himnot,himnot,1
himself,640,0.0008662684538867706,10.172898198623,7,"{'NN', 'VBP', 'VBZ', 'VB', 'NNS', 'RB', 'VBN', 'PRP', 'JJ', 'PRP$'}",PRP,1,himself,himself,himself,10
himselffate,1,1.3535444591980791e-06,19.494826293510364,11,{'VB'},VB,0,himselff,himselff,himselff,1
himselfi,1,1.3535444591980791e-06,19.494826293510364,8,{'VB'},VB,0,himselfi,himselfi,himself,1
himselfor,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,himselfor,himselfor,himself,1
himthat,3,4.060633377594237e-06,17.909863792789206,7,"{'DT', 'WP'}",WP,0,himthat,himthat,himth,2
himthe,2,2.7070889183961583e-06,18.494826293510364,6,"{'VB', 'JJ'}",JJ,0,himth,himth,himth,2
himthese,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,himthes,himthes,himthes,1
himthey,1,1.3535444591980791e-06,19.494826293510364,7,{'NNS'},NNS,0,himthey,himthey,himthey,1
himthis,1,1.3535444591980791e-06,19.494826293510364,7,{'VB'},VB,0,himthi,himthi,himth,1
himwhat,1,1.3535444591980791e-06,19.494826293510364,7,{'DT'},DT,0,himwhat,himwhat,himwh,1
himwill,1,1.3535444591980791e-06,19.494826293510364,7,{'VB'},VB,0,himwil,himwil,himwil,1
himwould,1,1.3535444591980791e-06,19.494826293510364,8,{'VB'},VB,0,himwould,himwould,himwould,1
hinder,17,2.3010255806367345e-05,15.407363452260023,6,"{'VB', 'NN', 'VBP'}",VB,0,hinder,hinder,hind,3
hindered,9,1.2181900132782712e-05,16.324901292068052,8,"{'VB', 'VBN', 'VBD'}",VBN,0,hinder,hinder,hind,3
hinderer,2,2.7070889183961583e-06,18.494826293510364,8,{'NN'},NN,0,hinder,hinder,hind,1
hinderers,1,1.3535444591980791e-06,19.494826293510364,9,{'NNS'},NNS,0,hinder,hinder,hind,1
hindering,2,2.7070889183961583e-06,18.494826293510364,9,{'VBG'},VBG,0,hinder,hinder,hind,1
hinders,5,6.7677222959903955e-06,17.172898198623002,7,"{'NNS', 'VBZ'}",NNS,0,hinder,hinder,hind,2
hindrance,6,8.121266755188474e-06,16.909863792789206,9,{'NN'},NN,0,hindranc,hindranc,hindr,1
hindrances,2,2.7070889183961583e-06,18.494826293510364,10,{'NNS'},NNS,0,hindranc,hindranc,hindr,1
hinges,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,hing,hing,hing,1
hint,2,2.7070889183961583e-06,18.494826293510364,4,{'NN'},NN,0,hint,hint,hint,1
hinted,1,1.3535444591980791e-06,19.494826293510364,6,{'VBN'},VBN,0,hint,hint,hint,1
hinting,1,1.3535444591980791e-06,19.494826293510364,7,{'VBG'},VBG,0,hint,hint,hint,1
hipparchs,2,2.7070889183961583e-06,18.494826293510364,9,"{'VB', 'NN'}",NN,0,hipparch,hipparch,hipparch,2
hippias,166,0.0002246883802268811,12.119786862163439,7,"{'NNP', 'NN', 'VBN'}",NNP,0,hippia,hippia,hippia,3
hippocentaurs,1,1.3535444591980791e-06,19.494826293510364,13,{'NNP'},NNP,0,hippocentaur,hippocentaur,hippocenta,1
hippocrates,19,2.5717344724763503e-05,15.246898780066777,11,"{'NNP', 'NNPS', 'VBP', 'VBZ'}",NNP,0,hippocr,hippocr,hippocr,4
hippodamia,1,1.3535444591980791e-06,19.494826293510364,10,{'NNP'},NNP,0,hippodamia,hippodamia,hippodam,1
hippol,1,1.3535444591980791e-06,19.494826293510364,6,{'NNP'},NNP,0,hippol,hippol,hippol,1
hippolyt,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,hippolyt,hippolyt,hippolyt,1
hippolytus,2,2.7070889183961583e-06,18.494826293510364,10,{'NNP'},NNP,0,hippolytu,hippolytus,hippolyt,1
hipponicus,9,1.2181900132782712e-05,16.324901292068052,10,{'NNP'},NNP,0,hipponicu,hipponicus,hipponic,1
hippothales,14,1.8949622428773105e-05,15.687471371452759,11,{'NNP'},NNP,0,hippothal,hippothal,hippoth,1
hips,1,1.3535444591980791e-06,19.494826293510364,4,{'NN'},NN,0,hip,hip,hip,1
hire,11,1.488898905117887e-05,16.035394674873068,4,"{'VB', 'NN', 'VBP', 'JJ'}",NN,0,hire,hire,hir,4
hired,3,4.060633377594237e-06,17.909863792789206,5,"{'VBD', 'JJ'}",VBD,0,hire,hire,hir,2
hireling,3,4.060633377594237e-06,17.909863792789206,8,"{'VBG', 'NN'}",NN,0,hirel,hirel,hirel,2
hirelings,6,8.121266755188474e-06,16.909863792789206,9,"{'NNS', 'NN'}",NNS,0,hirel,hirel,hirel,2
hiring,1,1.3535444591980791e-06,19.494826293510364,6,{'VBG'},VBG,0,hire,hire,hir,1
his,3203,0.0043354029028114475,7.84961821073568,3,"{'POS', 'NN', 'VB', 'NNS', 'VBN', 'JJ', 'PRP$'}",PRP$,1,hi,his,his,7
hiss,1,1.3535444591980791e-06,19.494826293510364,4,{'NN'},NN,0,hiss,hiss,hiss,1
hissing,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,hiss,hiss,hiss,1
hist,1,1.3535444591980791e-06,19.494826293510364,4,{'NNP'},NNP,0,hist,hist,hist,1
historical,2,2.7070889183961583e-06,18.494826293510364,10,{'JJ'},JJ,0,histor,histor,hist,1
histories,2,2.7070889183961583e-06,18.494826293510364,9,"{'NNS', 'NN'}",NN,0,histori,histori,hist,2
history,9,1.2181900132782712e-05,16.324901292068052,7,{'NN'},NN,0,histori,histori,hist,1
hit,8,1.0828355673584633e-05,16.494826293510364,3,"{'VB', 'NN', 'VBN', 'VBD'}",VBN,0,hit,hit,hit,4
hither,28,3.789924485754621e-05,14.687471371452759,6,"{'NN', 'VBP', 'RB', 'JJ', 'PRP$', 'JJR'}",NN,0,hither,hither,hith,6
hitherto,26,3.519215593915005e-05,14.794386575369272,8,"{'PDT', 'NNP', 'NN', 'VBP', 'VBZ', 'NNS', 'VBN', 'RB', 'PRP', 'JJ'}",VBN,0,hitherto,hitherto,hitherto,10
hive,5,6.7677222959903955e-06,17.172898198623002,4,"{'NN', 'JJ'}",NN,0,hive,hive,hiv,2
ho,1,1.3535444591980791e-06,19.494826293510364,2,{'NNP'},NNP,0,ho,ho,ho,1
hoar,3,4.060633377594237e-06,17.909863792789206,4,{'NN'},NN,0,hoar,hoar,hoar,1
hoard,1,1.3535444591980791e-06,19.494826293510364,5,{'VB'},VB,0,hoard,hoard,hoard,1
hoary,2,2.7070889183961583e-06,18.494826293510364,5,"{'VBP', 'JJ'}",JJ,0,hoari,hoari,hoary,2
hobgoblin,2,2.7070889183961583e-06,18.494826293510364,9,{'NN'},NN,0,hobgoblin,hobgoblin,hobgoblin,1
hobgoblins,1,1.3535444591980791e-06,19.494826293510364,10,{'NNS'},NNS,0,hobgoblin,hobgoblin,hobgoblin,1
hold,136,0.00018408204645093876,12.407363452260023,4,"{'NN', 'VBP', 'VB', 'NNS', 'VBN', 'JJ'}",VB,0,hold,hold,hold,6
holder,2,2.7070889183961583e-06,18.494826293510364,6,{'NN'},NN,0,holder,holder,hold,1
holders,1,1.3535444591980791e-06,19.494826293510364,7,{'NNS'},NNS,0,holder,holder,hold,1
holding,41,5.549532282712124e-05,14.13727428889228,7,"{'VBG', 'JJ'}",VBG,0,hold,hold,hold,2
holds,55,7.444494525589434e-05,13.713466579985704,5,"{'NN', 'VBZ'}",VBZ,0,hold,hold,hold,2
holdsthere,1,1.3535444591980791e-06,19.494826293510364,10,{'EX'},EX,0,holdsther,holdsther,holdsth,1
hole,3,4.060633377594237e-06,17.909863792789206,4,{'NN'},NN,0,hole,hole,hol,1
holes,5,6.7677222959903955e-06,17.172898198623002,5,"{'NNS', 'NN'}",NNS,0,hole,hole,hol,2
holiday,2,2.7070889183961583e-06,18.494826293510364,7,{'NN'},NN,0,holiday,holiday,holiday,1
holier,2,2.7070889183961583e-06,18.494826293510364,6,{'JJR'},JJR,0,holier,holier,holy,1
holiest,3,4.060633377594237e-06,17.909863792789206,7,{'JJS'},JJS,0,holiest,holiest,holiest,1
holily,1,1.3535444591980791e-06,19.494826293510364,6,{'RB'},RB,0,holili,holili,holy,1
holiness,39,5.278823390872508e-05,14.209424074648116,8,"{'VB', 'NN'}",NN,0,holi,holi,holy,2
hollow,11,1.488898905117887e-05,16.035394674873068,6,"{'NN', 'JJ'}",JJ,0,hollow,hollow,hollow,2
hollowed,1,1.3535444591980791e-06,19.494826293510364,8,{'VBD'},VBD,0,hollow,hollow,hollow,1
hollows,10,1.3535444591980791e-05,16.172898198623002,7,"{'NNS', 'VBZ'}",NNS,0,hollow,hollow,hollow,2
holy,67,9.068747876627129e-05,13.42873710305259,4,"{'NN', 'VBP', 'VB', 'RB', 'VBN', 'JJ'}",JJ,0,holi,holi,holy,6
home,90,0.00012181900132782711,13.002973197180689,4,"{'NN', 'VBP', 'VBN', 'RB', 'JJ', 'VBG'}",NN,0,home,home,hom,6
homeless,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,homeless,homeless,homeless,1
homer,173,0.00023416319144126767,12.060198065873639,5,"{'NNP', 'NN'}",NNP,0,homer,homer,hom,2
homeric,10,1.3535444591980791e-05,16.172898198623002,7,{'NNP'},NNP,0,homer,homer,hom,1
homeridae,1,1.3535444591980791e-06,19.494826293510364,9,{'NNP'},NNP,0,homerida,homerida,homerida,1
homerids,1,1.3535444591980791e-06,19.494826293510364,8,{'NNP'},NNP,0,homerid,homerid,homerid,1
homers,2,2.7070889183961583e-06,18.494826293510364,6,{'NNP'},NNP,0,homer,homer,hom,1
homerthese,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,homerthes,homerthes,homerthes,1
homes,3,4.060633377594237e-06,17.909863792789206,5,"{'NNS', 'NN'}",NNS,0,home,home,hom,2
homicidal,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,homicid,homicid,homicid,1
homicide,19,2.5717344724763503e-05,15.246898780066777,8,"{'NN', 'JJ'}",NN,0,homicid,homicid,homicid,2
homicides,6,8.121266755188474e-06,16.909863792789206,9,"{'NNS', 'NN'}",NNS,0,homicid,homicid,homicid,2
homogeneous,1,1.3535444591980791e-06,19.494826293510364,11,{'JJ'},JJ,0,homogen,homogen,homog,1
honest,12,1.6242533510376947e-05,15.909863792789208,6,"{'JJS', 'VB', 'NN', 'JJ'}",JJ,0,honest,honest,honest,4
honestly,3,4.060633377594237e-06,17.909863792789206,8,{'RB'},RB,0,honestli,honest,honest,1
honesty,10,1.3535444591980791e-05,16.172898198623002,7,{'NN'},NN,0,honesti,honesti,honesty,1
honey,12,1.6242533510376947e-05,15.909863792789208,5,"{'NNP', 'NN'}",NN,0,honey,honey,honey,2
honeycomb,2,2.7070889183961583e-06,18.494826293510364,9,{'NN'},NN,0,honeycomb,honeycomb,honeycomb,1
honeyed,3,4.060633377594237e-06,17.909863792789206,7,"{'NN', 'VBN'}",NN,0,honey,honey,honey,2
honorable,2,2.7070889183961583e-06,18.494826293510364,9,{'JJ'},JJ,0,honor,honor,hon,1
honorarium,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,honorarium,honorarium,honorar,1
honour,198,0.00026800180292121966,11.865469673430754,6,"{'PDT', 'NNP', 'NN', 'VBP', 'VBD', 'VBZ', 'VB', 'NNS', 'VBN', 'PRP', 'JJ', 'PRP$', 'JJR'}",NN,0,honour,honour,hono,13
honourable,141,0.00019084976874692914,12.35527494111157,10,"{'NNP', 'NN', 'VB', 'VBN', 'JJ'}",JJ,0,honour,honour,hono,5
honourably,9,1.2181900132782712e-05,16.324901292068052,10,"{'VB', 'NN', 'RB', 'RBR'}",RB,0,honour,honour,hono,4
honoured,34,4.602051161273469e-05,14.407363452260023,8,"{'NN', 'VBN', 'VBD', 'JJ'}",VBN,0,honour,honour,hono,4
honouri,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,honouri,honouri,honour,1
honouring,12,1.6242533510376947e-05,15.909863792789208,9,"{'VBG', 'NN'}",VBG,0,honour,honour,hono,2
