term_str,n,p,i,n_chars,cat_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,n_pos,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,df,idf,dfidf
enunciate,1,1.3535444591980791e-06,19.494826293510364,9,{'VB'},VB,0,enunci,enunci,enunt,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
evilsinjustice,1,1.3535444591980791e-06,19.494826293510364,14,{'NN'},NN,0,evilsinjustic,evilsinjustic,evilsinjust,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
ministered,1,1.3535444591980791e-06,19.494826293510364,10,{'VBN'},VBN,0,minist,minist,min,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
statelet,1,1.3535444591980791e-06,19.494826293510364,8,{'NNP'},NNP,0,statelet,statelet,statelet,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
earns,1,1.3535444591980791e-06,19.494826293510364,5,{'VBZ'},VBZ,0,earn,earn,earn,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
cityto,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,cityto,cityto,cityto,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
affectiona,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,affectiona,affectiona,affection,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
thrasymachusto,1,1.3535444591980791e-06,19.494826293510364,14,{'NNP'},NNP,0,thrasymachusto,thrasymachusto,thrasymachusto,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
nodding,1,1.3535444591980791e-06,19.494826293510364,7,{'VBG'},VBG,0,nod,nod,nod,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
residue,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,residu,residu,residu,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
infecting,1,1.3535444591980791e-06,19.494826293510364,9,{'VBG'},VBG,0,infect,infect,infect,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
themone,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,themon,themon,themon,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
characterises,1,1.3535444591980791e-06,19.494826293510364,13,{'VBZ'},VBZ,0,characteris,characteris,charact,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
chisel,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,chisel,chisel,chisel,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
ungracefulness,1,1.3535444591980791e-06,19.494826293510364,14,{'NN'},NN,0,ungrac,ungrac,ungrac,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
infinites,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,infinit,infinit,infinit,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
agricultural,1,1.3535444591980791e-06,19.494826293510364,12,{'NN'},NN,0,agricultur,agricultur,agricult,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
fifthly,1,1.3535444591980791e-06,19.494826293510364,7,{'NNP'},NNP,0,fifthli,fifth,fifth,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
dictator,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,dictat,dictat,dict,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
slur,1,1.3535444591980791e-06,19.494826293510364,4,{'NN'},NN,0,slur,slur,slur,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
madly,1,1.3535444591980791e-06,19.494826293510364,5,{'CD'},CD,0,madli,mad,mad,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
wellnigh,1,1.3535444591980791e-06,19.494826293510364,8,{'JJ'},JJ,0,wellnigh,wellnigh,wellnigh,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
archinus,1,1.3535444591980791e-06,19.494826293510364,8,{'NNP'},NNP,0,archinu,archinus,archin,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
flatterywas,1,1.3535444591980791e-06,19.494826293510364,11,{'NN'},NN,0,flatterywa,flatterywa,flatterywa,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
halvesdoubles,1,1.3535444591980791e-06,19.494826293510364,13,{'VBZ'},VBZ,0,halvesdoubl,halvesdoubl,halvesdoubl,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
shun,1,1.3535444591980791e-06,19.494826293510364,4,{'VBP'},VBP,0,shun,shun,shun,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
skleroter,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,sklerot,sklerot,skleroter,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
truthfulness,1,1.3535444591980791e-06,19.494826293510364,12,{'NNP'},NNP,0,truth,truth,truth,1,0.7142845595665047,0.7142845595665047,0.7142845595665047,0.7142845595665047,1,14.285691191330093,14.285691191330093
imported,2,2.7070889183961583e-06,18.494826293510364,8,"{'NN', 'VBN'}",NN,0,import,import,import,2,0.357115383526354,0.714230767052708,0.357115383526354,0.6642845595665047,2,13.285691191330093,26.571382382660186
piracy,2,2.7070889183961583e-06,18.494826293510364,6,"{'JJ', 'NN'}",JJ,0,piraci,piraci,pir,2,0.35691526974224347,0.7138305394844869,0.35691526974224347,0.6992469048068469,2,13.285691191330093,26.571382382660186
resistance,5,6.767722295990396e-06,17.172898198623002,10,{'NN'},NN,0,resist,resist,resist,1,0.14269417515332125,0.7134708757666064,0.027758151035829997,0.42727725344438316,5,11.96376309644273,59.81881548221365
breeds,3,4.060633377594237e-06,17.909863792789206,6,"{'NNS', 'VB', 'VBZ'}",NNS,0,breed,breed,bree,3,0.23768314670476964,0.7130494401143088,0.21167881151014895,0.48848956502342067,3,12.700728690608937,38.10218607182681
unequals,5,6.767722295990396e-06,17.172898198623002,8,"{'NNS', 'VB', 'NN'}",NNS,0,unequ,unequ,uneq,3,0.1781227413343434,0.7124909653373735,0.13716082669746515,0.3839278497290654,4,12.285691191330093,49.14276476532037
rings,9,1.2181900132782712e-05,16.324901292068052,5,"{'NNS', 'NN'}",NN,0,ring,ring,ring,2,0.1424536735495104,0.7122683677475521,0.05309362320906537,0.498490129018447,5,11.96376309644273,59.81881548221365
accumulation,3,4.060633377594237e-06,17.909863792789206,12,{'NN'},NN,0,accumul,accumul,accum,1,0.23740063489228513,0.7122019046768554,0.2953657835025334,0.3968977715815293,3,12.700728690608937,38.10218607182681
leg,8,1.0828355673584631e-05,16.494826293510364,3,"{'JJ', 'NN'}",NN,0,leg,leg,leg,2,0.10171368023583487,0.7119957616508441,0.02700785004534703,0.318842674146458,7,11.47833626927249,80.34835388490743
inharmonical,3,4.060633377594237e-06,17.909863792789206,12,"{'JJ', 'NN'}",JJ,0,inharmon,inharmon,inharmon,2,0.23729419960512707,0.7118825988153812,0.19844888579076464,0.4233576230202979,3,12.700728690608937,38.10218607182681
sklerotes,2,2.7070889183961583e-06,18.494826293510364,9,{'NN'},NN,0,sklerot,sklerot,sklerotes,1,0.35569846983880216,0.7113969396776043,0.35569846983880216,0.6642845595665047,2,13.285691191330093,26.571382382660186
prophetic,10,1.3535444591980793e-05,16.172898198623002,9,"{'JJ', 'NN'}",JJ,0,prophet,prophet,prophet,2,0.07903482436198003,0.7113134192578203,0.07218029993433625,0.15879665985553973,9,11.11576618988778,100.04189570899003
guardianship,4,5.4141778367923166e-06,17.494826293510364,12,{'NN'},NN,0,guardianship,guardianship,guard,1,0.17774187690834176,0.710967507633367,0.044012477841982915,0.6142845595665047,4,12.285691191330093,49.14276476532037
bottom,5,6.767722295990396e-06,17.172898198623002,6,"{'JJ', 'NN'}",NN,0,bottom,bottom,bottom,2,0.142106755436226,0.71053377718113,0.03909726502105467,0.5697030045925109,5,11.96376309644273,59.81881548221365
broil,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,broil,broil,broil,1,0.35523396388624867,0.7104679277724973,0.35523396388624867,0.6992469048068469,2,13.285691191330093,26.571382382660186
excelled,7,9.474811214386553e-06,16.68747137145276,8,"{'VBP', 'VB', 'VBD', 'VBN'}",VB,0,excel,excel,excel,4,0.10146959787679737,0.7102871851375816,0.05265291866638757,0.23913200560984352,7,11.47833626927249,80.34835388490743
eretrians,7,9.474811214386553e-06,16.68747137145276,9,"{'NNP', 'NNPS'}",NNP,0,eretrian,eretrian,eret,2,0.23658448288348785,0.7097534486504635,0.05493394762374108,0.6350364345304469,3,12.700728690608937,38.10218607182681
instants,2,2.7070889183961583e-06,18.494826293510364,8,{'NN'},NN,0,instant,instant,inst,1,0.3548528630162952,0.7097057260325904,0.3548528630162952,0.369046977536947,2,13.285691191330093,26.571382382660186
extract,3,4.060633377594237e-06,17.909863792789206,7,"{'VB', 'VBP'}",VB,0,extract,extract,extract,2,0.2364260320271249,0.7092780960813747,0.1336918809537783,0.5080291476243575,3,12.700728690608937,38.10218607182681
granting,8,1.0828355673584631e-05,16.494826293510364,8,"{'VBG', 'NN'}",VBG,0,grant,grant,grant,2,0.0886255689154352,0.7090045513234816,0.056552251931026844,0.33193209386264977,8,11.285691191330093,90.28552953064074
persist,7,9.474811214386553e-06,16.68747137145276,7,"{'VB', 'NN', 'VBZ', 'VBP'}",VB,0,persist,persist,persist,4,0.10123261262082214,0.7086282883457551,0.021739273237258504,0.33759812556683794,7,11.47833626927249,80.34835388490743
shave,2,2.7070889183961583e-06,18.494826293510364,5,{'VB'},VB,0,shave,shave,shav,1,0.3542850984354692,0.7085701968709384,0.3542850984354692,0.5314276476532037,2,13.285691191330093,26.571382382660186
improbable,5,6.767722295990396e-06,17.172898198623002,10,{'JJ'},JJ,0,improb,improb,improb,1,0.14156674353534776,0.7078337176767389,0.035927216505834025,0.5438074134746695,5,11.96376309644273,59.81881548221365
cubit,2,2.7070889183961583e-06,18.494826293510364,5,{'NN'},NN,0,cubit,cubit,cubit,1,0.3537856363606071,0.7075712727212142,0.3537856363606071,0.47448897111893185,2,13.285691191330093,26.571382382660186
tempered,4,5.4141778367923166e-06,17.494826293510364,8,"{'VB', 'VBD', 'VBN'}",VBN,0,temper,temper,temp,3,0.17667298307647009,0.7066919323058802,0.09800551377699221,0.4725265842819267,4,12.285691191330093,49.14276476532037
bursts,2,2.7070889183961583e-06,18.494826293510364,6,{'NNS'},NNS,0,burst,burst,burst,1,0.3531829671903362,0.7063659343806724,0.3531829671903362,0.5109881227434652,2,13.285691191330093,26.571382382660186
pheidias,4,5.4141778367923166e-06,17.494826293510364,8,{'NNP'},NNP,0,pheidia,pheidia,pheidia,1,0.23544558168989924,0.7063367450696977,0.10583940575507447,0.5522055952438668,3,12.700728690608937,38.10218607182681
enjoins,4,5.4141778367923166e-06,17.494826293510364,7,"{'NNS', 'VBZ'}",VBZ,0,enjoin,enjoin,enjoin,2,0.1765614927424407,0.7062459709697628,0.11102048650393227,0.4725265842819267,4,12.285691191330093,49.14276476532037
illiberality,4,5.4141778367923166e-06,17.494826293510364,12,"{'JJ', 'NN'}",NN,0,illiber,illiber,illib,2,0.17651517995758664,0.7060607198303466,0.14233763079460127,0.3963126190751643,4,12.285691191330093,49.14276476532037
dardanus,2,2.7070889183961583e-06,18.494826293510364,8,{'NNP'},NNP,0,dardanu,dardanus,dardan,1,0.3526928890675004,0.7053857781350008,0.3526928890675004,0.5776387474491345,2,13.285691191330093,26.571382382660186
hectors,2,2.7070889183961583e-06,18.494826293510364,7,{'NNP'},NNP,0,hector,hector,hect,1,0.35265627208076067,0.7053125441615213,0.35265627208076067,0.6038950541513679,2,13.285691191330093,26.571382382660186
relax,2,2.7070889183961583e-06,18.494826293510364,5,{'VBP'},VBP,0,relax,relax,relax,1,0.35215085085453257,0.7043017017090651,0.35215085085453257,0.6642845595665047,2,13.285691191330093,26.571382382660186
webs,2,2.7070889183961583e-06,18.494826293510364,4,{'NN'},NN,0,web,web,web,1,0.35208456987375814,0.7041691397475163,0.35208456987375814,0.5776387474491345,2,13.285691191330093,26.571382382660186
20,5,6.767722295990396e-06,17.172898198623002,2,"{'NNS', 'NNP', 'CD'}",CD,0,20,20,20,3,0.17599145731288438,0.7039658292515375,0.11540987054492871,0.45502559967889233,4,12.285691191330093,49.14276476532037
furnished,11,1.488898905117887e-05,16.035394674873068,9,"{'JJ', 'VBD', 'VBN'}",VBN,0,furnish,furnish,furn,3,0.07820922814909904,0.7038830533418914,0.03495523959084208,0.4116950440699178,9,11.11576618988778,100.04189570899003
surfaces,11,1.488898905117887e-05,16.035394674873068,8,"{'NNS', 'NN', 'VBZ'}",NNS,0,surfac,surfac,surfac,3,0.08788393355185643,0.7030714684148515,0.05665507626169726,0.37618970637766974,8,11.285691191330093,90.28552953064074
pointing,9,1.2181900132782712e-05,16.324901292068052,8,{'VBG'},VBG,0,point,point,point,1,0.07801235226760059,0.7021111704084051,0.06616527493980821,0.14626008144589184,9,11.11576618988778,100.04189570899003
amuse,4,5.4141778367923166e-06,17.494826293510364,5,{'VB'},VB,0,amus,amus,amus,1,0.17549113881073752,0.7019645552429501,0.08043929562712177,0.5119037996387539,4,12.285691191330093,49.14276476532037
cloak,7,9.474811214386553e-06,16.68747137145276,5,{'NN'},NN,0,cloak,cloak,cloak,1,0.10021870786311837,0.7015309550418286,0.0819881162090892,0.204970290522723,7,11.47833626927249,80.34835388490743
clean,9,1.2181900132782712e-05,16.324901292068052,5,"{'VBP', 'JJ', 'VB', 'NN', 'VBN'}",JJ,0,clean,clean,cle,5,0.08767649534833255,0.7014119627866605,0.06434033464236416,0.29699187345605504,8,11.285691191330093,90.28552953064074
relevant,2,2.7070889183961583e-06,18.494826293510364,8,"{'JJ', 'NN'}",JJ,0,relev,relev,relev,2,0.35039185559551894,0.7007837111910379,0.35039185559551894,0.5109881227434652,2,13.285691191330093,26.571382382660186
statesmans,2,2.7070889183961583e-06,18.494826293510364,10,{'NNP'},NNP,0,statesman,statesman,statesm,1,0.35039185559551894,0.7007837111910379,0.35039185559551894,0.5109881227434652,2,13.285691191330093,26.571382382660186
graciously,3,4.060633377594237e-06,17.909863792789206,10,{'RB'},RB,0,gracious,gracious,gracy,1,0.2334394258119211,0.7003182774357632,0.28865292478656673,0.384870566382089,3,12.700728690608937,38.10218607182681
tomorrow,2,2.7070889183961583e-06,18.494826293510364,8,"{'JJ', 'NN'}",JJ,0,tomorrow,tomorrow,tomorrow,2,0.34999939159955623,0.6999987831991125,0.34999939159955623,0.6642845595665047,2,13.285691191330093,26.571382382660186
labours,10,1.3535444591980793e-05,16.172898198623002,7,"{'NNS', 'JJ', 'NN'}",NN,0,labour,labour,labo,3,0.06997380735097503,0.6997380735097503,0.03109475252516196,0.26104197848673166,10,10.96376309644273,109.6376309644273
incorporeal,5,6.767722295990396e-06,17.172898198623002,11,"{'JJ', 'NN'}",NN,0,incorpor,incorpor,incorp,2,0.17493036374482773,0.6997214549793109,0.20120179577638098,0.25595189981937694,4,12.285691191330093,49.14276476532037
paradoxical,2,2.7070889183961583e-06,18.494826293510364,11,"{'JJ', 'NN'}",JJ,0,paradox,paradox,paradox,2,0.3498536192581986,0.6997072385163972,0.3498536192581986,0.4285706835912933,2,13.285691191330093,26.571382382660186
enact,7,9.474811214386553e-06,16.68747137145276,5,"{'VB', 'VBP'}",VB,0,enact,enact,enact,2,0.0999522897185712,0.6996660280299983,0.039175209110145014,0.47826401121968704,7,11.47833626927249,80.34835388490743
continuous,8,1.0828355673584631e-05,16.494826293510364,10,"{'JJ', 'NN', 'VB'}",JJ,0,continu,continu,continu,3,0.087419848636174,0.6993587890893921,0.05181775527384634,0.26870693312690697,8,11.285691191330093,90.28552953064074
retainers,3,4.060633377594237e-06,17.909863792789206,9,{'NNS'},NNS,0,retain,retain,retain,1,0.2331054291763787,0.6993162875291361,0.18143898129441338,0.37355084384143933,3,12.700728690608937,38.10218607182681
cyrus,8,1.0828355673584631e-05,16.494826293510364,5,{'NNP'},NNP,0,cyru,cyrus,cyr,1,0.11654354231493087,0.6992612538895853,0.07255046177502927,0.43336032187440504,6,11.700728690608937,70.20437214365361
allies,9,1.2181900132782712e-05,16.324901292068052,6,"{'NNS', 'JJ', 'NN', 'VB'}",NN,0,alli,alli,al,4,0.08739321138148959,0.6991456910519168,0.04087306205850426,0.341990642161518,8,11.285691191330093,90.28552953064074
disobeys,13,1.7596077969575026e-05,15.794386575369272,8,"{'VBP', 'NN', 'VBZ', 'VBD'}",VBZ,0,disobey,disobey,disobey,4,0.053756911257709636,0.6988398463502251,0.016748815622134493,0.3528417157729667,13,10.585251473189,137.608269151457
insertion,7,9.474811214386553e-06,16.68747137145276,9,{'NN'},NN,0,insert,insert,insert,1,0.09982841788338671,0.698798925183707,0.03060889671805997,0.5217425576942041,7,11.47833626927249,80.34835388490743
thick,8,1.0828355673584631e-05,16.494826293510364,5,"{'JJ', 'NN'}",NN,0,thick,thick,thick,2,0.08732545539429423,0.698603643154354,0.08048473068066599,0.19799458230403671,8,11.285691191330093,90.28552953064074
perverted,4,5.4141778367923166e-06,17.494826293510364,9,"{'JJ', 'VBN'}",VBN,0,pervert,pervert,pervert,2,0.1745592706554011,0.6982370826216043,0.09330135301764599,0.49142764765320374,4,12.285691191330093,49.14276476532037
emotions,3,4.060633377594237e-06,17.909863792789206,8,"{'NNS', 'NN'}",NNS,0,emot,emot,emot,2,0.23269805756564135,0.6980941726969241,0.18677542192071966,0.3968977715815293,3,12.700728690608937,38.10218607182681
xanthippus,6,8.121266755188474e-06,16.909863792789206,10,"{'NNP', 'NN'}",NNP,0,xanthippu,xanthippus,xanthipp,2,0.1394456054798498,0.697228027399249,0.15951684128590307,0.2492450645092235,5,11.96376309644273,59.81881548221365
cries,7,9.474811214386553e-06,16.68747137145276,5,"{'NNS', 'NN'}",NNS,0,cri,cri,cri,2,0.11619207789604835,0.6971524673762901,0.04374119465506583,0.3162359105569983,6,11.700728690608937,70.20437214365361
rescuing,2,2.7070889183961583e-06,18.494826293510364,8,{'VBG'},VBG,0,rescu,rescu,rescu,1,0.6968629849429314,0.6968629849429314,0.6968629849429314,0.6968629849429314,1,14.285691191330093,14.285691191330093
purged,12,1.6242533510376947e-05,15.909863792789208,6,"{'JJ', 'VBN'}",VBN,0,purg,purg,purg,2,0.058048150853855,0.69657781024626,0.06008430548202878,0.169852836358872,12,10.700728690608937,128.40874428730723
neighbourhood,12,1.6242533510376947e-05,15.909863792789208,13,{'NN'},NN,0,neighbourhood,neighbourhood,neighbo,1,0.06329211834001373,0.6962133017401511,0.0320303537653633,0.25177347843471615,11,10.826259572692795,119.08885529962075
prevailed,9,1.2181900132782712e-05,16.324901292068052,9,"{'VBZ', 'VBP', 'VBD', 'VBN'}",VBN,0,prevail,prevail,prevail,4,0.08702191865833629,0.6961753492666903,0.050466103112142974,0.22128806257509986,8,11.285691191330093,90.28552953064074
shepherding,2,2.7070889183961583e-06,18.494826293510364,11,"{'VBG', 'NN'}",NN,0,shepherd,shepherd,shepherd,2,0.3477602553216498,0.6955205106432996,0.3477602553216498,0.6038950541513679,2,13.285691191330093,26.571382382660186
assailant,4,5.4141778367923166e-06,17.494826293510364,9,{'NN'},NN,0,assail,assail,assail,1,0.17375299062422847,0.6950119624969139,0.18322672457242184,0.2996510046665877,4,12.285691191330093,49.14276476532037
playful,3,4.060633377594237e-06,17.909863792789206,7,"{'JJ', 'NN'}",JJ,0,play,play,play,2,0.23156666059271602,0.6946999817781481,0.30977387050265703,0.30977387050265703,3,12.700728690608937,38.10218607182681
continues,14,1.8949622428773105e-05,15.68747137145276,9,"{'NN', 'VBZ'}",VBZ,0,continu,continu,continu,2,0.04960788186382057,0.6945103460934878,0.02797111622624056,0.2381440061198293,14,10.47833626927249,146.69670776981485
unfinished,4,5.4141778367923166e-06,17.494826293510364,10,"{'JJ', 'NN'}",JJ,0,unfinish,unfinish,unfin,2,0.17357197195124902,0.6942878878049961,0.08771841115700096,0.49142764765320374,4,12.285691191330093,49.14276476532037
boast,5,6.767722295990396e-06,17.172898198623002,5,"{'VB', 'NN'}",VB,0,boast,boast,boast,2,0.13884498570242923,0.6942249285121461,0.05134662273151386,0.5201636128888143,5,11.96376309644273,59.81881548221365
alpha,9,1.2181900132782712e-05,16.324901292068052,5,"{'RB', 'VBP', 'NN', 'JJ'}",NN,0,alpha,alpha,alph,4,0.08677529593460873,0.6942023674768698,0.05657307886502723,0.245341112855002,8,11.285691191330093,90.28552953064074
abler,2,2.7070889183961583e-06,18.494826293510364,5,"{'JJ', 'NN'}",JJ,0,abler,abler,abl,2,0.34693817243104697,0.6938763448620939,0.34693817243104697,0.6326519614919092,2,13.285691191330093,26.571382382660186
antiope,2,2.7070889183961583e-06,18.494826293510364,7,"{'NNP', 'NN'}",NN,0,antiop,antiop,antiop,2,0.34668049404985934,0.6933609880997187,0.34668049404985934,0.49206263671592937,2,13.285691191330093,26.571382382660186
pulled,3,4.060633377594237e-06,17.909863792789206,6,"{'VBD', 'VBN'}",VBN,0,pull,pull,pul,2,0.23106128660557945,0.6931838598167384,0.08194018510070282,0.6047966043147113,3,12.700728690608937,38.10218607182681
amused,7,9.474811214386553e-06,16.68747137145276,6,"{'JJ', 'VBN'}",JJ,0,amus,amus,amus,2,0.11543956148397218,0.6926373689038331,0.06734537754836267,0.3656477715815293,6,11.700728690608937,70.20437214365361
waiting,9,1.2181900132782712e-05,16.324901292068052,7,"{'JJ', 'VBG', 'NN'}",VBG,0,wait,wait,wait,3,0.07695375932204068,0.6925838338983662,0.03462855510868468,0.370525539662926,9,11.11576618988778,100.04189570899003
mercy,8,1.0828355673584631e-05,16.494826293510364,5,{'NN'},NN,0,merci,merci,mercy,1,0.08650804410611189,0.6920643528488951,0.07793841616333375,0.21703252291019412,8,11.285691191330093,90.28552953064074
settle,9,1.2181900132782712e-05,16.324901292068052,6,{'VB'},VB,0,settl,settl,settl,1,0.08649624591380273,0.6919699673104219,0.07778157274214453,0.22571382382660188,8,11.285691191330093,90.28552953064074
elicit,3,4.060633377594237e-06,17.909863792789206,6,{'VB'},VB,0,elicit,elicit,elicit,1,0.230488745964446,0.6914662378933379,0.1336918809537783,0.43795616174513574,3,12.700728690608937,38.10218607182681
aptein,3,4.060633377594237e-06,17.909863792789206,6,"{'RB', 'IN', 'NN'}",IN,0,aptein,aptein,aptein,3,0.6912431221611335,0.6912431221611335,0.6912431221611335,0.6912431221611335,1,14.285691191330093,14.285691191330093
estates,3,4.060633377594237e-06,17.909863792789206,7,{'NNS'},NNS,0,estat,estat,est,1,0.23038643025969607,0.6911592907790882,0.2761027976219334,0.35279801918358156,3,12.700728690608937,38.10218607182681
attracting,4,5.4141778367923166e-06,17.494826293510364,10,{'VBG'},VBG,0,attract,attract,attract,1,0.1727608012301552,0.6910432049206208,0.14447062789804832,0.3839278497290654,4,12.285691191330093,49.14276476532037
defences,9,1.2181900132782712e-05,16.324901292068052,8,"{'NNS', 'JJ', 'NN'}",NN,0,defenc,defenc,def,3,0.11514094423635239,0.6908456654181144,0.12516261970587197,0.15811795527849914,6,11.700728690608937,70.20437214365361
gestures,7,9.474811214386553e-06,16.68747137145276,8,"{'NNS', 'NN'}",NNS,0,gestur,gestur,gest,2,0.138146193761408,0.6907309688070399,0.1314699241367333,0.27190370673733477,5,11.96376309644273,59.81881548221365
kerdaleon,2,2.7070889183961583e-06,18.494826293510364,9,{'NN'},NN,0,kerdaleon,kerdaleon,kerdaleon,1,0.3453648185506189,0.6907296371012378,0.3453648185506189,0.6038950541513679,2,13.285691191330093,26.571382382660186
eighty,2,2.7070889183961583e-06,18.494826293510364,6,"{'JJ', 'NN'}",JJ,0,eighti,eighti,eighty,2,0.3453340401156709,0.6906680802313419,0.3453340401156709,0.6326519614919092,2,13.285691191330093,26.571382382660186
lions,4,5.4141778367923166e-06,17.494826293510364,5,"{'NNS', 'NN'}",NN,0,lion,lion,lion,2,0.17264606317146117,0.6905842526858447,0.17088608786761644,0.2318054941760395,4,12.285691191330093,49.14276476532037
watery,9,1.2181900132782712e-05,16.324901292068052,6,"{'JJ', 'NN'}",NN,0,wateri,wateri,watery,2,0.07672948538050453,0.6905653684245407,0.022685237122219964,0.46315692457865754,9,11.11576618988778,100.04189570899003
indict,12,1.6242533510376947e-05,15.909863792789208,6,"{'VB', 'NN', 'VBP'}",VB,0,indict,indict,indict,3,0.06268334840264632,0.6895168324291093,0.01982831423570109,0.28490156770244196,11,10.826259572692795,119.08885529962075
watered,7,9.474811214386553e-06,16.68747137145276,7,"{'VBD', 'VBN'}",VBN,0,water,water,wat,2,0.09844751962762924,0.6891326373934046,0.03564700704743009,0.39580469894043063,7,11.47833626927249,80.34835388490743
moments,4,5.4141778367923166e-06,17.494826293510364,7,"{'NNS', 'NN'}",NN,0,moment,moment,mom,2,0.17218295087849197,0.688731803513968,0.14845210189523864,0.34126919975916925,4,12.285691191330093,49.14276476532037
plainest,2,2.7070889183961583e-06,18.494826293510364,8,{'JJS'},JJS,0,plainest,plainest,plainest,1,0.34428036974210874,0.6885607394842175,0.34428036974210874,0.3795911768951455,2,13.285691191330093,26.571382382660186
strengthen,4,5.4141778367923166e-06,17.494826293510364,10,"{'VB', 'NN'}",VB,0,strengthen,strengthen,strengthen,2,0.1721199866740049,0.6884799466960198,0.10123371128864361,0.4725265842819267,4,12.285691191330093,49.14276476532037
polycleitus,3,4.060633377594237e-06,17.909863792789206,11,"{'NNP', 'VB'}",NNP,0,polycleitu,polycleitus,polycleit,2,0.3441764203551093,0.6883528407102186,0.3441764203551093,0.5776387474491345,2,13.285691191330093,26.571382382660186
remarking,4,5.4141778367923166e-06,17.494826293510364,9,"{'VBP', 'VBG'}",VBG,0,remark,remark,remark,2,0.17194414936111352,0.6877765974444541,0.16200911461094628,0.30714227978325237,4,12.285691191330093,49.14276476532037
nurtured,11,1.488898905117887e-05,16.035394674873068,8,"{'RB', 'JJ', 'VBN'}",VBN,0,nurtur,nurtur,nurt,3,0.0625069470193058,0.6875764172123637,0.040700223957491705,0.16158596377153425,11,10.826259572692795,119.08885529962075
noted,9,1.2181900132782712e-05,16.324901292068052,5,"{'NNS', 'JJ', 'VBD', 'VBN'}",VBN,0,note,note,not,4,0.07635133676723933,0.687162030905154,0.03318139161160532,0.21795619980172118,9,11.11576618988778,100.04189570899003
